Project ID,Milestone ID,Milestone Name,Planned Date,Actual Date,Completion Status,Associated Task ID
PRJ_058,MLS_0580,Milestone Completion of Task 99,2023-02-07,2023-02-03,Pending,TSK_058_99
PRJ_059,MLS_0581,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_059_09
PRJ_059,MLS_0582,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_059_19
PRJ_059,MLS_0583,Milestone Completion of Task 29,2023-01-18,2023-01-23,Delayed,TSK_059_29
PRJ_059,MLS_0584,Milestone Completion of Task 39,2023-01-21,2023-01-17,Completed,TSK_059_39
PRJ_059,MLS_0585,Milestone Completion of Task 49,2023-01-24,2023-02-03,Delayed,TSK_059_49
PRJ_059,MLS_0586,Milestone Completion of Task 59,2023-01-27,2023-02-11,Delayed,TSK_059_59
PRJ_059,MLS_0587,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_059_69
PRJ_059,MLS_0588,Milestone Completion of Task 79,2023-02-02,2023-01-29,Pending,TSK_059_79
PRJ_059,MLS_0589,Milestone Completion of Task 89,2023-02-05,2023-02-10,Delayed,TSK_059_89
PRJ_059,MLS_0590,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_059_99
PRJ_060,MLS_0591,Milestone Completion of Task 9,2023-01-12,2023-01-12,Completed,TSK_060_09
PRJ_060,MLS_0592,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_060_19
PRJ_060,MLS_0593,Milestone Completion of Task 29,2023-01-18,2023-02-02,Delayed,TSK_060_29
PRJ_060,MLS_0594,Milestone Completion of Task 39,2023-01-21,2023-01-17,Completed,TSK_060_39
PRJ_060,MLS_0595,Milestone Completion of Task 49,2023-01-24,2023-02-08,Delayed,TSK_060_49
PRJ_060,MLS_0596,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_060_59
PRJ_060,MLS_0597,Milestone Completion of Task 69,2023-01-30,2023-02-06,Delayed,TSK_060_69
PRJ_060,MLS_0598,Milestone Completion of Task 79,2023-02-02,2023-01-29,Pending,TSK_060_79
PRJ_060,MLS_0599,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_060_89
PRJ_060,MLS_0600,Milestone Completion of Task 99,2023-02-08,2023-02-08,Pending,TSK_060_99
PRJ_061,MLS_0601,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_061_09
PRJ_061,MLS_0602,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_061_19
PRJ_061,MLS_0603,Milestone Completion of Task 29,2023-01-18,2023-02-02,Delayed,TSK_061_29
PRJ_061,MLS_0604,Milestone Completion of Task 39,2023-01-21,2023-01-17,Completed,TSK_061_39
PRJ_061,MLS_0605,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_061_49
PRJ_061,MLS_0606,Milestone Completion of Task 59,2023-01-27,2023-02-11,Delayed,TSK_061_59
PRJ_061,MLS_0607,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_061_69
PRJ_061,MLS_0608,Milestone Completion of Task 79,2023-02-02,2023-02-17,Delayed,TSK_061_79
PRJ_061,MLS_0609,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_061_89
PRJ_061,MLS_0610,Milestone Completion of Task 99,2023-02-08,2023-02-23,Delayed,TSK_061_99
PRJ_062,MLS_0611,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_062_09
PRJ_062,MLS_0612,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_062_19
PRJ_062,MLS_0613,Milestone Completion of Task 29,2023-01-18,2023-01-14,Completed,TSK_062_29
PRJ_062,MLS_0614,Milestone Completion of Task 39,2023-01-21,2023-01-17,Completed,TSK_062_39
PRJ_062,MLS_0615,Milestone Completion of Task 49,2023-01-24,2023-02-08,Delayed,TSK_062_49
PRJ_062,MLS_0616,Milestone Completion of Task 59,2023-01-27,2023-02-11,Delayed,TSK_062_59
PRJ_062,MLS_0617,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_062_69
PRJ_062,MLS_0618,Milestone Completion of Task 79,2023-02-02,2023-02-02,Pending,TSK_062_79
PRJ_062,MLS_0619,Milestone Completion of Task 89,2023-02-05,2023-02-20,Delayed,TSK_062_89
PRJ_062,MLS_0620,Milestone Completion of Task 99,2023-02-08,2023-02-13,Delayed,TSK_062_99
PRJ_063,MLS_0621,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_063_09
PRJ_063,MLS_0622,Milestone Completion of Task 19,2023-01-15,2023-01-15,Completed,TSK_063_19
PRJ_063,MLS_0623,Milestone Completion of Task 29,2023-01-18,2023-01-24,Delayed,TSK_063_29
PRJ_063,MLS_0624,Milestone Completion of Task 39,2023-01-21,2023-01-18,Completed,TSK_063_39
PRJ_063,MLS_0625,Milestone Completion of Task 49,2023-01-24,2023-01-24,Pending,TSK_063_49
PRJ_063,MLS_0626,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_063_59
PRJ_063,MLS_0627,Milestone Completion of Task 69,2023-01-30,2023-02-14,Delayed,TSK_063_69
PRJ_063,MLS_0628,Milestone Completion of Task 79,2023-02-02,2023-01-29,Pending,TSK_063_79
PRJ_063,MLS_0629,Milestone Completion of Task 89,2023-02-05,2023-02-20,Delayed,TSK_063_89
PRJ_063,MLS_0630,Milestone Completion of Task 99,2023-02-08,2023-02-23,Delayed,TSK_063_99
PRJ_064,MLS_0631,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_064_09
PRJ_064,MLS_0632,Milestone Completion of Task 19,2023-01-15,2023-01-20,Completed,TSK_064_19
PRJ_064,MLS_0633,Milestone Completion of Task 29,2023-01-18,2023-01-14,Completed,TSK_064_29
PRJ_064,MLS_0634,Milestone Completion of Task 39,2023-01-21,2023-02-02,Delayed,TSK_064_39
PRJ_064,MLS_0635,Milestone Completion of Task 49,2023-01-24,2023-01-29,Delayed,TSK_064_49
PRJ_064,MLS_0636,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_064_59
PRJ_064,MLS_0637,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_064_69
PRJ_064,MLS_0638,Milestone Completion of Task 79,2023-02-02,2023-02-02,Pending,TSK_064_79
PRJ_064,MLS_0639,Milestone Completion of Task 89,2023-02-05,2023-02-17,Delayed,TSK_064_89
PRJ_064,MLS_0640,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_064_99
PRJ_065,MLS_0641,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_065_09
PRJ_065,MLS_0642,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_065_19
PRJ_065,MLS_0643,Milestone Completion of Task 29,2023-01-18,2023-01-14,Completed,TSK_065_29
PRJ_065,MLS_0644,Milestone Completion of Task 39,2023-01-21,2023-01-21,Completed,TSK_065_39
PRJ_065,MLS_0645,Milestone Completion of Task 49,2023-01-24,2023-02-08,Delayed,TSK_065_49
PRJ_065,MLS_0646,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_065_59
PRJ_065,MLS_0647,Milestone Completion of Task 69,2023-01-30,2023-02-14,Delayed,TSK_065_69
PRJ_065,MLS_0648,Milestone Completion of Task 79,2023-02-02,2023-02-17,Delayed,TSK_065_79
PRJ_065,MLS_0649,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_065_89
PRJ_065,MLS_0650,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_065_99
PRJ_066,MLS_0651,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_066_09
PRJ_066,MLS_0652,Milestone Completion of Task 19,2023-01-15,2023-01-15,Completed,TSK_066_19
PRJ_066,MLS_0653,Milestone Completion of Task 29,2023-01-18,2023-01-14,Completed,TSK_066_29
PRJ_066,MLS_0654,Milestone Completion of Task 39,2023-01-21,2023-01-17,Completed,TSK_066_39
PRJ_066,MLS_0655,Milestone Completion of Task 49,2023-01-24,2023-02-06,Delayed,TSK_066_49
PRJ_066,MLS_0656,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_066_59
PRJ_066,MLS_0657,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_066_69
PRJ_066,MLS_0658,Milestone Completion of Task 79,2023-02-02,2023-02-07,Delayed,TSK_066_79
PRJ_066,MLS_0659,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_066_89
PRJ_066,MLS_0660,Milestone Completion of Task 99,2023-02-08,2023-02-08,Pending,TSK_066_99
PRJ_067,MLS_0661,Milestone Completion of Task 9,2023-01-12,2023-01-12,Completed,TSK_067_09
PRJ_067,MLS_0662,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_067_19
PRJ_067,MLS_0663,Milestone Completion of Task 29,2023-01-18,2023-02-02,Delayed,TSK_067_29
PRJ_067,MLS_0664,Milestone Completion of Task 39,2023-01-21,2023-02-05,Delayed,TSK_067_39
PRJ_067,MLS_0665,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_067_49
PRJ_067,MLS_0666,Milestone Completion of Task 59,2023-01-27,2023-02-11,Delayed,TSK_067_59
PRJ_067,MLS_0667,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_067_69
PRJ_067,MLS_0668,Milestone Completion of Task 79,2023-02-02,2023-02-17,Delayed,TSK_067_79
PRJ_067,MLS_0669,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_067_89
PRJ_067,MLS_0670,Milestone Completion of Task 99,2023-02-08,2023-02-23,Delayed,TSK_067_99
PRJ_068,MLS_0671,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_068_09
PRJ_068,MLS_0672,Milestone Completion of Task 19,2023-01-15,2023-01-30,Delayed,TSK_068_19
PRJ_068,MLS_0673,Milestone Completion of Task 29,2023-01-18,2023-02-02,Delayed,TSK_068_29
PRJ_068,MLS_0674,Milestone Completion of Task 39,2023-01-21,2023-02-05,Delayed,TSK_068_39
PRJ_068,MLS_0675,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_068_49
PRJ_068,MLS_0676,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_068_59
PRJ_068,MLS_0677,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_068_69
PRJ_068,MLS_0678,Milestone Completion of Task 79,2023-02-02,2023-01-29,Pending,TSK_068_79
PRJ_068,MLS_0679,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_068_89
PRJ_068,MLS_0680,Milestone Completion of Task 99,2023-02-08,2023-02-08,Pending,TSK_068_99
PRJ_069,MLS_0681,Milestone Completion of Task 9,2023-01-12,2023-01-27,Delayed,TSK_069_09
PRJ_069,MLS_0682,Milestone Completion of Task 19,2023-01-15,2023-01-24,Delayed,TSK_069_19
PRJ_069,MLS_0683,Milestone Completion of Task 29,2023-01-18,2023-02-02,Delayed,TSK_069_29
PRJ_069,MLS_0684,Milestone Completion of Task 39,2023-01-21,2023-02-05,Delayed,TSK_069_39
PRJ_069,MLS_0685,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_069_49
PRJ_069,MLS_0686,Milestone Completion of Task 59,2023-01-27,2023-02-05,Delayed,TSK_069_59
PRJ_069,MLS_0687,Milestone Completion of Task 69,2023-01-30,2023-01-26,Pending,TSK_069_69
PRJ_069,MLS_0688,Milestone Completion of Task 79,2023-02-02,2023-02-17,Delayed,TSK_069_79
PRJ_069,MLS_0689,Milestone Completion of Task 89,2023-02-05,2023-02-01,Pending,TSK_069_89
PRJ_069,MLS_0690,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_069_99
PRJ_070,MLS_0691,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_070_09
PRJ_070,MLS_0692,Milestone Completion of Task 19,2023-01-15,2023-01-11,Completed,TSK_070_19
PRJ_070,MLS_0693,Milestone Completion of Task 29,2023-01-18,2023-01-18,Completed,TSK_070_29
PRJ_070,MLS_0694,Milestone Completion of Task 39,2023-01-21,2023-01-21,Completed,TSK_070_39
PRJ_070,MLS_0695,Milestone Completion of Task 49,2023-01-24,2023-02-03,Delayed,TSK_070_49
PRJ_070,MLS_0696,Milestone Completion of Task 59,2023-01-27,2023-01-23,Pending,TSK_070_59
PRJ_070,MLS_0697,Milestone Completion of Task 69,2023-01-30,2023-02-14,Delayed,TSK_070_69
PRJ_070,MLS_0698,Milestone Completion of Task 79,2023-02-02,2023-02-04,Delayed,TSK_070_79
PRJ_070,MLS_0699,Milestone Completion of Task 89,2023-02-05,2023-02-05,Pending,TSK_070_89
PRJ_070,MLS_0700,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_070_99
PRJ_071,MLS_0701,Milestone Completion of Task 9,2023-01-12,2023-01-08,Completed,TSK_071_09
PRJ_071,MLS_0702,Milestone Completion of Task 19,2023-01-15,2023-01-30,Delayed,TSK_071_19
PRJ_071,MLS_0703,Milestone Completion of Task 29,2023-01-18,2023-01-14,Completed,TSK_071_29
PRJ_071,MLS_0704,Milestone Completion of Task 39,2023-01-21,2023-01-21,Completed,TSK_071_39
PRJ_071,MLS_0705,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_071_49
PRJ_071,MLS_0706,Milestone Completion of Task 59,2023-01-27,2023-02-11,Delayed,TSK_071_59
PRJ_071,MLS_0707,Milestone Completion of Task 69,2023-01-30,2023-02-14,Delayed,TSK_071_69
PRJ_071,MLS_0708,Milestone Completion of Task 79,2023-02-02,2023-02-12,Delayed,TSK_071_79
PRJ_071,MLS_0709,Milestone Completion of Task 89,2023-02-05,2023-02-10,Delayed,TSK_071_89
PRJ_071,MLS_0710,Milestone Completion of Task 99,2023-02-08,2023-02-08,Pending,TSK_071_99
PRJ_072,MLS_0711,Milestone Completion of Task 9,2023-01-12,2023-01-15,Completed,TSK_072_09
PRJ_072,MLS_0712,Milestone Completion of Task 19,2023-01-15,2023-01-15,Completed,TSK_072_19
PRJ_072,MLS_0713,Milestone Completion of Task 29,2023-01-18,2023-01-15,Completed,TSK_072_29
PRJ_072,MLS_0714,Milestone Completion of Task 39,2023-01-21,2023-02-03,Delayed,TSK_072_39
PRJ_072,MLS_0715,Milestone Completion of Task 49,2023-01-24,2023-01-20,Completed,TSK_072_49
PRJ_072,MLS_0716,Milestone Completion of Task 59,2023-01-27,2023-01-27,Pending,TSK_072_59
PRJ_072,MLS_0717,Milestone Completion of Task 69,2023-01-30,2023-02-02,Delayed,TSK_072_69
PRJ_072,MLS_0718,Milestone Completion of Task 79,2023-02-02,2023-01-29,Pending,TSK_072_79
PRJ_072,MLS_0719,Milestone Completion of Task 89,2023-02-05,2023-02-02,Pending,TSK_072_89
PRJ_072,MLS_0720,Milestone Completion of Task 99,2023-02-08,2023-02-04,Pending,TSK_072_99
PRJ_073,MLS_0721,Milestone Completion of Task 9,2023-01-13,2023-01-15,Completed,TSK_073_09
PRJ_073,MLS_0722,Milestone Completion of Task 19,2023-01-16,2023-01-13,Completed,TSK_073_19
PRJ_073,MLS_0723,Milestone Completion of Task 29,2023-01-19,2023-01-28,Delayed,TSK_073_29
PRJ_073,MLS_0724,Milestone Completion of Task 39,2023-01-22,2023-01-23,Delayed,TSK_073_39
PRJ_073,MLS_0725,Milestone Completion of Task 49,2023-01-25,2023-01-29,Delayed,TSK_073_49
PRJ_073,MLS_0726,Milestone Completion of Task 59,2023-01-28,2023-02-04,Delayed,TSK_073_59
PRJ_073,MLS_0727,Milestone Completion of Task 69,2023-01-31,2023-01-31,Pending,TSK_073_69
PRJ_073,MLS_0728,Milestone Completion of Task 79,2023-02-03,2023-02-12,Delayed,TSK_073_79
PRJ_073,MLS_0729,Milestone Completion of Task 89,2023-02-06,2023-02-13,Delayed,TSK_073_89
PRJ_073,MLS_0730,Milestone Completion of Task 99,2023-02-09,2023-02-13,Delayed,TSK_073_99
PRJ_074,MLS_0731,Milestone Completion of Task 9,2023-01-13,2023-01-09,Completed,TSK_074_09
PRJ_074,MLS_0732,Milestone Completion of Task 19,2023-01-16,2023-01-31,Delayed,TSK_074_19
PRJ_074,MLS_0733,Milestone Completion of Task 29,2023-01-19,2023-01-17,Completed,TSK_074_29
PRJ_074,MLS_0734,Milestone Completion of Task 39,2023-01-22,2023-01-18,Completed,TSK_074_39
PRJ_074,MLS_0735,Milestone Completion of Task 49,2023-01-25,2023-02-06,Delayed,TSK_074_49
PRJ_074,MLS_0736,Milestone Completion of Task 59,2023-01-28,2023-01-24,Pending,TSK_074_59
PRJ_074,MLS_0737,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_074_69
PRJ_074,MLS_0738,Milestone Completion of Task 79,2023-02-03,2023-02-03,Pending,TSK_074_79
PRJ_074,MLS_0739,Milestone Completion of Task 89,2023-02-06,2023-02-06,Pending,TSK_074_89
PRJ_074,MLS_0740,Milestone Completion of Task 99,2023-02-09,2023-02-05,Pending,TSK_074_99
PRJ_075,MLS_0741,Milestone Completion of Task 9,2023-01-13,2023-01-13,Completed,TSK_075_09
PRJ_075,MLS_0742,Milestone Completion of Task 19,2023-01-16,2023-01-14,Completed,TSK_075_19
PRJ_075,MLS_0743,Milestone Completion of Task 29,2023-01-19,2023-02-01,Delayed,TSK_075_29
PRJ_075,MLS_0744,Milestone Completion of Task 39,2023-01-22,2023-01-26,Delayed,TSK_075_39
PRJ_075,MLS_0745,Milestone Completion of Task 49,2023-01-25,2023-02-05,Delayed,TSK_075_49
PRJ_075,MLS_0746,Milestone Completion of Task 59,2023-01-28,2023-01-28,Pending,TSK_075_59
PRJ_075,MLS_0747,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_075_69
PRJ_075,MLS_0748,Milestone Completion of Task 79,2023-02-03,2023-01-30,Pending,TSK_075_79
PRJ_075,MLS_0749,Milestone Completion of Task 89,2023-02-06,2023-02-02,Pending,TSK_075_89
PRJ_075,MLS_0750,Milestone Completion of Task 99,2023-02-09,2023-02-05,Pending,TSK_075_99
PRJ_076,MLS_0751,Milestone Completion of Task 9,2023-01-13,2023-01-20,Completed,TSK_076_09
PRJ_076,MLS_0752,Milestone Completion of Task 19,2023-01-16,2023-01-19,Completed,TSK_076_19
PRJ_076,MLS_0753,Milestone Completion of Task 29,2023-01-19,2023-01-21,Completed,TSK_076_29
PRJ_076,MLS_0754,Milestone Completion of Task 39,2023-01-22,2023-02-01,Delayed,TSK_076_39
PRJ_076,MLS_0755,Milestone Completion of Task 49,2023-01-25,2023-01-25,Pending,TSK_076_49
PRJ_076,MLS_0756,Milestone Completion of Task 59,2023-01-28,2023-01-26,Pending,TSK_076_59
PRJ_076,MLS_0757,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_076_69
PRJ_076,MLS_0758,Milestone Completion of Task 79,2023-02-03,2023-02-08,Delayed,TSK_076_79
PRJ_076,MLS_0759,Milestone Completion of Task 89,2023-02-06,2023-02-16,Delayed,TSK_076_89
PRJ_076,MLS_0760,Milestone Completion of Task 99,2023-02-09,2023-02-20,Delayed,TSK_076_99
PRJ_077,MLS_0761,Milestone Completion of Task 9,2023-01-13,2023-01-09,Completed,TSK_077_09
PRJ_077,MLS_0762,Milestone Completion of Task 19,2023-01-16,2023-01-12,Completed,TSK_077_19
PRJ_077,MLS_0763,Milestone Completion of Task 29,2023-01-19,2023-02-03,Delayed,TSK_077_29
PRJ_077,MLS_0764,Milestone Completion of Task 39,2023-01-22,2023-01-22,Completed,TSK_077_39
PRJ_077,MLS_0765,Milestone Completion of Task 49,2023-01-25,2023-01-21,Completed,TSK_077_49
PRJ_077,MLS_0766,Milestone Completion of Task 59,2023-01-28,2023-01-24,Pending,TSK_077_59
PRJ_077,MLS_0767,Milestone Completion of Task 69,2023-01-31,2023-02-02,Delayed,TSK_077_69
PRJ_077,MLS_0768,Milestone Completion of Task 79,2023-02-03,2023-02-18,Delayed,TSK_077_79
PRJ_077,MLS_0769,Milestone Completion of Task 89,2023-02-06,2023-02-02,Pending,TSK_077_89
PRJ_077,MLS_0770,Milestone Completion of Task 99,2023-02-09,2023-02-24,Delayed,TSK_077_99
PRJ_078,MLS_0771,Milestone Completion of Task 9,2023-01-13,2023-01-18,Completed,TSK_078_09
PRJ_078,MLS_0772,Milestone Completion of Task 19,2023-01-16,2023-01-25,Delayed,TSK_078_19
PRJ_078,MLS_0773,Milestone Completion of Task 29,2023-01-19,2023-01-15,Completed,TSK_078_29
PRJ_078,MLS_0774,Milestone Completion of Task 39,2023-01-22,2023-01-22,Completed,TSK_078_39
PRJ_078,MLS_0775,Milestone Completion of Task 49,2023-01-25,2023-01-30,Delayed,TSK_078_49
PRJ_078,MLS_0776,Milestone Completion of Task 59,2023-01-28,2023-01-28,Pending,TSK_078_59
PRJ_078,MLS_0777,Milestone Completion of Task 69,2023-01-31,2023-02-05,Delayed,TSK_078_69
PRJ_078,MLS_0778,Milestone Completion of Task 79,2023-02-03,2023-01-30,Pending,TSK_078_79
PRJ_078,MLS_0779,Milestone Completion of Task 89,2023-02-06,2023-02-02,Pending,TSK_078_89
PRJ_078,MLS_0780,Milestone Completion of Task 99,2023-02-09,2023-02-09,Pending,TSK_078_99
PRJ_079,MLS_0781,Milestone Completion of Task 9,2023-01-13,2023-01-23,Delayed,TSK_079_09
PRJ_079,MLS_0782,Milestone Completion of Task 19,2023-01-16,2023-01-12,Completed,TSK_079_19
PRJ_079,MLS_0783,Milestone Completion of Task 29,2023-01-19,2023-01-29,Delayed,TSK_079_29
PRJ_079,MLS_0784,Milestone Completion of Task 39,2023-01-22,2023-01-18,Completed,TSK_079_39
PRJ_079,MLS_0785,Milestone Completion of Task 49,2023-01-25,2023-01-30,Delayed,TSK_079_49
PRJ_079,MLS_0786,Milestone Completion of Task 59,2023-01-28,2023-02-07,Delayed,TSK_079_59
PRJ_079,MLS_0787,Milestone Completion of Task 69,2023-01-31,2023-02-15,Delayed,TSK_079_69
PRJ_079,MLS_0788,Milestone Completion of Task 79,2023-02-03,2023-01-30,Pending,TSK_079_79
PRJ_079,MLS_0789,Milestone Completion of Task 89,2023-02-06,2023-02-08,Delayed,TSK_079_89
PRJ_079,MLS_0790,Milestone Completion of Task 99,2023-02-09,2023-02-05,Pending,TSK_079_99
PRJ_080,MLS_0791,Milestone Completion of Task 9,2023-01-13,2023-01-28,Delayed,TSK_080_09
PRJ_080,MLS_0792,Milestone Completion of Task 19,2023-01-16,2023-01-12,Completed,TSK_080_19
PRJ_080,MLS_0793,Milestone Completion of Task 29,2023-01-19,2023-01-19,Completed,TSK_080_29
PRJ_080,MLS_0794,Milestone Completion of Task 39,2023-01-22,2023-01-18,Completed,TSK_080_39
PRJ_080,MLS_0795,Milestone Completion of Task 49,2023-01-25,2023-02-09,Delayed,TSK_080_49
PRJ_080,MLS_0796,Milestone Completion of Task 59,2023-01-28,2023-02-12,Delayed,TSK_080_59
PRJ_080,MLS_0797,Milestone Completion of Task 69,2023-01-31,2023-02-02,Delayed,TSK_080_69
PRJ_080,MLS_0798,Milestone Completion of Task 79,2023-02-03,2023-02-18,Delayed,TSK_080_79
PRJ_080,MLS_0799,Milestone Completion of Task 89,2023-02-06,2023-02-11,Delayed,TSK_080_89
PRJ_080,MLS_0800,Milestone Completion of Task 99,2023-02-09,2023-02-05,Pending,TSK_080_99
PRJ_081,MLS_0801,Milestone Completion of Task 9,2023-01-13,2023-01-28,Delayed,TSK_081_09
PRJ_081,MLS_0802,Milestone Completion of Task 19,2023-01-16,2023-01-14,Completed,TSK_081_19
PRJ_081,MLS_0803,Milestone Completion of Task 29,2023-01-19,2023-01-24,Delayed,TSK_081_29
PRJ_081,MLS_0804,Milestone Completion of Task 39,2023-01-22,2023-01-18,Completed,TSK_081_39
PRJ_081,MLS_0805,Milestone Completion of Task 49,2023-01-25,2023-01-21,Completed,TSK_081_49
PRJ_081,MLS_0806,Milestone Completion of Task 59,2023-01-28,2023-02-12,Delayed,TSK_081_59
PRJ_081,MLS_0807,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_081_69
PRJ_081,MLS_0808,Milestone Completion of Task 79,2023-02-03,2023-01-30,Pending,TSK_081_79
PRJ_081,MLS_0809,Milestone Completion of Task 89,2023-02-06,2023-02-02,Pending,TSK_081_89
PRJ_081,MLS_0810,Milestone Completion of Task 99,2023-02-09,2023-02-24,Delayed,TSK_081_99
PRJ_082,MLS_0811,Milestone Completion of Task 9,2023-01-13,2023-01-09,Completed,TSK_082_09
PRJ_082,MLS_0812,Milestone Completion of Task 19,2023-01-16,2023-01-12,Completed,TSK_082_19
PRJ_082,MLS_0813,Milestone Completion of Task 29,2023-01-19,2023-01-15,Completed,TSK_082_29
PRJ_082,MLS_0814,Milestone Completion of Task 39,2023-01-22,2023-01-22,Completed,TSK_082_39
PRJ_082,MLS_0815,Milestone Completion of Task 49,2023-01-25,2023-02-09,Delayed,TSK_082_49
PRJ_082,MLS_0816,Milestone Completion of Task 59,2023-01-28,2023-02-12,Delayed,TSK_082_59
PRJ_082,MLS_0817,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_082_69
PRJ_082,MLS_0818,Milestone Completion of Task 79,2023-02-03,2023-02-10,Delayed,TSK_082_79
PRJ_082,MLS_0819,Milestone Completion of Task 89,2023-02-06,2023-02-21,Delayed,TSK_082_89
PRJ_082,MLS_0820,Milestone Completion of Task 99,2023-02-09,2023-02-05,Pending,TSK_082_99
PRJ_083,MLS_0821,Milestone Completion of Task 9,2023-01-13,2023-01-21,Completed,TSK_083_09
PRJ_083,MLS_0822,Milestone Completion of Task 19,2023-01-16,2023-01-12,Completed,TSK_083_19
PRJ_083,MLS_0823,Milestone Completion of Task 29,2023-01-19,2023-01-15,Completed,TSK_083_29
PRJ_083,MLS_0824,Milestone Completion of Task 39,2023-01-22,2023-02-04,Delayed,TSK_083_39
PRJ_083,MLS_0825,Milestone Completion of Task 49,2023-01-25,2023-01-21,Completed,TSK_083_49
PRJ_083,MLS_0826,Milestone Completion of Task 59,2023-01-28,2023-02-07,Delayed,TSK_083_59
PRJ_083,MLS_0827,Milestone Completion of Task 69,2023-01-31,2023-01-27,Pending,TSK_083_69
PRJ_083,MLS_0828,Milestone Completion of Task 79,2023-02-03,2023-02-16,Delayed,TSK_083_79
PRJ_083,MLS_0829,Milestone Completion of Task 89,2023-02-06,2023-02-02,Pending,TSK_083_89
PRJ_083,MLS_0830,Milestone Completion of Task 99,2023-02-09,2023-02-09,Pending,TSK_083_99
PRJ_084,MLS_0831,Milestone Completion of Task 9,2023-01-13,2023-01-09,Completed,TSK_084_09
PRJ_084,MLS_0832,Milestone Completion of Task 19,2023-01-16,2023-01-16,Completed,TSK_084_19
PRJ_084,MLS_0833,Milestone Completion of Task 29,2023-01-19,2023-01-21,Completed,TSK_084_29
PRJ_084,MLS_0834,Milestone Completion of Task 39,2023-01-22,2023-01-29,Delayed,TSK_084_39
PRJ_084,MLS_0835,Milestone Completion of Task 49,2023-01-25,2023-02-06,Delayed,TSK_084_49
PRJ_084,MLS_0836,Milestone Completion of Task 59,2023-01-28,2023-01-24,Pending,TSK_084_59
PRJ_084,MLS_0837,Milestone Completion of Task 69,2023-01-31,2023-02-05,Delayed,TSK_084_69
PRJ_084,MLS_0838,Milestone Completion of Task 79,2023-02-03,2023-02-15,Delayed,TSK_084_79
PRJ_084,MLS_0839,Milestone Completion of Task 89,2023-02-06,2023-02-17,Delayed,TSK_084_89
PRJ_084,MLS_0840,Milestone Completion of Task 99,2023-02-09,2023-02-14,Delayed,TSK_084_99
