Project ID,Task ID,Task Name,WBS Level,Task Category,Planned Start Date,Planned End Date,Actual Start Date,Actual End Date,Task Status,Planned Progress (%),Actual Progress (%),Task Duration,Actual Duration,Remaining Duration,Task Dependency,Critical Path,Task Priority
PRJ_164,TSK_164_54,Task MEP - 54,2,MEP,2023-01-28,2023-02-02,2023-01-26,2023-01-29,Not Started,0.0,0.0,5,3,5,TSK_164_53,Yes,Low
PRJ_164,TSK_164_55,Task Finishing - 55,2,Finishing,2023-01-28,2023-02-02,2023-01-26,2023-01-29,Not Started,0.0,0.0,5,3,5,TSK_164_54,Yes,Critical
PRJ_164,TSK_164_56,Task Finishing - 56,2,Finishing,2023-01-28,2023-02-02,2023-01-28,2023-02-02,Not Started,0.0,0.0,5,5,5,TSK_164_55,Yes,High
PRJ_164,TSK_164_57,Task MEP - 57,2,MEP,2023-01-29,2023-02-03,2023-02-05,2023-02-18,Not Started,0.0,0.0,5,13,5,TSK_164_56,Yes,High
PRJ_164,TSK_164_58,Task Finishing - 58,3,Finishing,2023-01-29,2023-02-03,2023-01-27,2023-01-30,Not Started,0.0,0.0,5,3,5,TSK_164_57,Yes,Low
PRJ_164,TSK_164_59,Task MEP - 59,1,MEP,2023-01-29,2023-02-03,2023-01-27,2023-01-30,Not Started,0.0,0.0,5,3,5,TSK_164_58,No,Critical
PRJ_164,TSK_164_60,Task Finishing - 60,1,Finishing,2023-01-30,2023-02-04,2023-01-30,2023-02-04,Not Started,0.0,0.0,5,5,5,TSK_164_59,Yes,High
PRJ_164,TSK_164_61,Task Foundation - 61,2,Foundation,2023-01-30,2023-02-04,2023-02-03,2023-02-13,Not Started,0.0,0.0,5,10,5,TSK_164_60,No,Critical
PRJ_164,TSK_164_62,Task MEP - 62,3,MEP,2023-01-30,2023-02-04,2023-01-28,2023-01-31,Not Started,0.0,0.0,5,3,5,TSK_164_61,No,Critical
PRJ_164,TSK_164_63,Task Finishing - 63,3,Finishing,2023-01-30,2023-02-04,2023-01-28,2023-01-31,Not Started,0.0,0.0,5,3,5,TSK_164_62,Yes,High
PRJ_164,TSK_164_64,Task Excavation - 64,1,Excavation,2023-01-31,2023-02-05,2023-01-31,2023-02-05,Not Started,0.0,0.0,5,5,5,TSK_164_63,No,Medium
PRJ_164,TSK_164_65,Task MEP - 65,2,MEP,2023-01-31,2023-02-05,2023-01-29,2023-02-01,Not Started,0.0,0.0,5,3,5,TSK_164_64,No,Medium
PRJ_164,TSK_164_66,Task MEP - 66,1,MEP,2023-01-31,2023-02-05,2023-02-02,2023-02-09,Not Started,0.0,0.0,5,7,5,TSK_164_65,Yes,Medium
PRJ_164,TSK_164_67,Task Foundation - 67,2,Foundation,2023-02-01,2023-02-06,2023-02-05,2023-02-15,Not Started,0.0,0.0,5,10,5,TSK_164_66,No,Critical
PRJ_164,TSK_164_68,Task Finishing - 68,2,Finishing,2023-02-01,2023-02-06,2023-02-01,2023-02-06,Not Started,0.0,0.0,5,5,5,TSK_164_67,Yes,High
PRJ_164,TSK_164_69,Task Finishing - 69,3,Finishing,2023-02-01,2023-02-06,2023-02-08,2023-02-21,Not Started,0.0,0.0,5,13,5,TSK_164_68,Yes,Low
PRJ_164,TSK_164_70,Task Excavation - 70,2,Excavation,2023-02-02,2023-02-07,2023-02-02,2023-02-07,Not Started,0.0,0.0,5,5,5,TSK_164_69,No,Low
PRJ_164,TSK_164_71,Task Finishing - 71,3,Finishing,2023-02-02,2023-02-07,2023-02-02,2023-02-07,Not Started,0.0,0.0,5,5,5,TSK_164_70,Yes,Low
PRJ_164,TSK_164_72,Task Excavation - 72,3,Excavation,2023-02-02,2023-02-07,2023-02-02,2023-02-07,Not Started,0.0,0.0,5,5,5,TSK_164_71,Yes,Low
PRJ_164,TSK_164_73,Task MEP - 73,2,MEP,2023-02-02,2023-02-07,2023-02-09,2023-02-22,Not Started,0.0,0.0,5,13,5,TSK_164_72,No,High
PRJ_164,TSK_164_74,Task MEP - 74,3,MEP,2023-02-03,2023-02-08,2023-02-01,2023-02-04,Not Started,0.0,0.0,5,3,5,TSK_164_73,No,Medium
PRJ_164,TSK_164_75,Task Foundation - 75,3,Foundation,2023-02-03,2023-02-08,2023-02-01,2023-02-04,Not Started,0.0,0.0,5,3,5,TSK_164_74,Yes,Low
PRJ_164,TSK_164_76,Task Excavation - 76,1,Excavation,2023-02-03,2023-02-08,2023-02-10,2023-02-22,Not Started,0.0,0.0,5,12,5,TSK_164_75,No,Medium
PRJ_164,TSK_164_77,Task MEP - 77,2,MEP,2023-02-04,2023-02-09,2023-02-02,2023-02-05,Not Started,0.0,0.0,5,3,5,TSK_164_76,No,High
PRJ_164,TSK_164_78,Task Finishing - 78,3,Finishing,2023-02-04,2023-02-09,2023-02-02,2023-02-05,Not Started,0.0,0.0,5,3,5,TSK_164_77,Yes,High
PRJ_164,TSK_164_79,Task Finishing - 79,1,Finishing,2023-02-04,2023-02-09,2023-02-02,2023-02-05,Not Started,0.0,0.0,5,3,5,TSK_164_78,Yes,High
PRJ_164,TSK_164_80,Task Excavation - 80,2,Excavation,2023-02-05,2023-02-10,2023-02-12,2023-02-25,Not Started,0.0,0.0,5,13,5,TSK_164_79,No,Medium
PRJ_164,TSK_164_81,Task Foundation - 81,3,Foundation,2023-02-05,2023-02-10,2023-02-03,2023-02-06,Not Started,0.0,0.0,5,3,5,TSK_164_80,Yes,Critical
PRJ_164,TSK_164_82,Task Excavation - 82,3,Excavation,2023-02-05,2023-02-10,2023-02-12,2023-02-24,Not Started,0.0,0.0,5,12,5,TSK_164_81,No,High
PRJ_164,TSK_164_83,Task Foundation - 83,2,Foundation,2023-02-05,2023-02-10,2023-02-12,2023-02-25,Not Started,0.0,0.0,5,13,5,TSK_164_82,No,Low
PRJ_164,TSK_164_84,Task Excavation - 84,2,Excavation,2023-02-06,2023-02-11,2023-02-04,2023-02-07,Not Started,0.0,0.0,5,3,5,TSK_164_83,Yes,High
PRJ_164,TSK_164_85,Task MEP - 85,2,MEP,2023-02-06,2023-02-11,2023-02-13,2023-02-26,Not Started,0.0,0.0,5,13,5,TSK_164_84,No,High
PRJ_164,TSK_164_86,Task MEP - 86,1,MEP,2023-02-06,2023-02-11,2023-02-04,2023-02-07,Not Started,0.0,0.0,5,3,5,TSK_164_85,No,High
PRJ_164,TSK_164_87,Task Excavation - 87,3,Excavation,2023-02-07,2023-02-12,2023-02-11,2023-02-21,Not Started,0.0,0.0,5,10,5,TSK_164_86,Yes,Critical
PRJ_164,TSK_164_88,Task Excavation - 88,3,Excavation,2023-02-07,2023-02-12,2023-02-05,2023-02-08,Not Started,0.0,0.0,5,3,5,TSK_164_87,No,High
PRJ_164,TSK_164_89,Task MEP - 89,3,MEP,2023-02-07,2023-02-12,2023-02-14,2023-02-27,Not Started,0.0,0.0,5,13,5,TSK_164_88,No,Critical
PRJ_164,TSK_164_90,Task Excavation - 90,2,Excavation,2023-02-08,2023-02-13,2023-02-06,2023-02-09,Not Started,0.0,0.0,5,3,5,TSK_164_89,Yes,High
PRJ_164,TSK_164_91,Task Foundation - 91,1,Foundation,2023-02-08,2023-02-13,2023-02-15,2023-02-28,Not Started,0.0,0.0,5,13,5,TSK_164_90,No,Medium
PRJ_164,TSK_164_92,Task Excavation - 92,2,Excavation,2023-02-08,2023-02-13,2023-02-06,2023-02-09,Not Started,0.0,0.0,5,3,5,TSK_164_91,No,High
PRJ_164,TSK_164_93,Task Excavation - 93,3,Excavation,2023-02-08,2023-02-13,2023-02-06,2023-02-09,Not Started,0.0,0.0,5,3,5,TSK_164_92,Yes,Medium
PRJ_164,TSK_164_94,Task Finishing - 94,1,Finishing,2023-02-09,2023-02-14,2023-02-07,2023-02-10,Not Started,0.0,0.0,5,3,5,TSK_164_93,Yes,High
PRJ_164,TSK_164_95,Task MEP - 95,2,MEP,2023-02-09,2023-02-14,2023-02-11,2023-02-18,Not Started,0.0,0.0,5,7,5,TSK_164_94,No,Low
PRJ_164,TSK_164_96,Task Excavation - 96,1,Excavation,2023-02-09,2023-02-14,2023-02-16,2023-03-01,Not Started,0.0,0.0,5,13,5,TSK_164_95,Yes,Critical
PRJ_164,TSK_164_97,Task MEP - 97,1,MEP,2023-02-10,2023-02-15,2023-02-17,2023-03-02,Not Started,0.0,0.0,5,13,5,TSK_164_96,No,Medium
PRJ_164,TSK_164_98,Task Excavation - 98,1,Excavation,2023-02-10,2023-02-15,2023-02-17,2023-03-02,Not Started,0.0,0.0,5,13,5,TSK_164_97,No,High
PRJ_164,TSK_164_99,Task MEP - 99,1,MEP,2023-02-10,2023-02-15,2023-02-08,2023-02-11,Not Started,0.0,0.0,5,3,5,TSK_164_98,Yes,Medium
PRJ_165,TSK_165_00,Task Excavation - 0,1,Excavation,2023-01-12,2023-01-17,2023-01-12,2023-01-17,Completed,100.0,100.0,5,5,0,,Yes,Medium
PRJ_165,TSK_165_01,Task Excavation - 1,1,Excavation,2023-01-12,2023-01-17,2023-01-10,2023-01-13,Completed,100.0,100.0,5,3,0,TSK_165_00,No,Critical
PRJ_165,TSK_165_02,Task Foundation - 2,3,Foundation,2023-01-12,2023-01-17,2023-01-10,2023-01-13,Completed,100.0,100.0,5,3,0,TSK_165_01,No,Medium
PRJ_165,TSK_165_03,Task Finishing - 3,2,Finishing,2023-01-12,2023-01-17,2023-01-10,2023-01-13,Completed,100.0,100.0,5,3,0,TSK_165_02,Yes,Low
PRJ_165,TSK_165_04,Task Excavation - 4,3,Excavation,2023-01-13,2023-01-18,2023-01-12,2023-01-16,Completed,100.0,100.0,5,4,0,TSK_165_03,No,Critical
PRJ_165,TSK_165_05,Task Foundation - 5,2,Foundation,2023-01-13,2023-01-18,2023-01-18,2023-01-28,In Progress,100.0,40.0,5,10,6,TSK_165_04,No,Critical
PRJ_165,TSK_165_06,Task MEP - 6,2,MEP,2023-01-13,2023-01-18,2023-01-11,2023-01-14,Completed,100.0,100.0,5,3,0,TSK_165_05,Yes,Low
PRJ_165,TSK_165_07,Task Foundation - 7,2,Foundation,2023-01-14,2023-01-19,2023-01-16,2023-01-24,In Progress,100.0,75.0,5,8,2,TSK_165_06,No,Critical
PRJ_165,TSK_165_08,Task Finishing - 8,2,Finishing,2023-01-14,2023-01-19,2023-01-12,2023-01-15,Completed,100.0,100.0,5,3,0,TSK_165_07,Yes,Critical
PRJ_165,TSK_165_09,Task MEP - 9,3,MEP,2023-01-14,2023-01-19,2023-01-14,2023-01-19,Completed,100.0,100.0,5,5,0,TSK_165_08,Yes,Low
PRJ_165,TSK_165_10,Task Excavation - 10,3,Excavation,2023-01-15,2023-01-20,2023-01-13,2023-01-16,Completed,100.0,100.0,5,3,0,TSK_165_09,No,High
PRJ_165,TSK_165_11,Task Finishing - 11,1,Finishing,2023-01-15,2023-01-20,2023-01-21,2023-02-01,In Progress,100.0,9.09,5,11,10,TSK_165_10,Yes,High
PRJ_165,TSK_165_12,Task Excavation - 12,3,Excavation,2023-01-15,2023-01-20,2023-01-15,2023-01-20,Completed,100.0,100.0,5,5,0,TSK_165_11,Yes,Medium
PRJ_165,TSK_165_13,Task Foundation - 13,3,Foundation,2023-01-15,2023-01-20,2023-01-13,2023-01-16,Completed,100.0,100.0,5,3,0,TSK_165_12,No,Critical
PRJ_165,TSK_165_14,Task Excavation - 14,2,Excavation,2023-01-16,2023-01-21,2023-01-14,2023-01-17,Completed,100.0,100.0,5,3,0,TSK_165_13,No,Low
PRJ_165,TSK_165_15,Task Foundation - 15,2,Foundation,2023-01-16,2023-01-21,2023-01-14,2023-01-17,Completed,100.0,100.0,5,3,0,TSK_165_14,Yes,Critical
PRJ_165,TSK_165_16,Task MEP - 16,3,MEP,2023-01-16,2023-01-21,2023-01-23,2023-02-05,Not Started,100.0,0.0,5,13,5,TSK_165_15,No,High
PRJ_165,TSK_165_17,Task Finishing - 17,1,Finishing,2023-01-17,2023-01-22,2023-01-15,2023-01-18,Completed,100.0,100.0,5,3,0,TSK_165_16,Yes,Medium
PRJ_165,TSK_165_18,Task Finishing - 18,2,Finishing,2023-01-17,2023-01-22,2023-01-24,2023-02-06,Not Started,100.0,0.0,5,13,5,TSK_165_17,Yes,Medium
PRJ_165,TSK_165_19,Task Finishing - 19,3,Finishing,2023-01-17,2023-01-22,2023-01-15,2023-01-18,Completed,100.0,100.0,5,3,0,TSK_165_18,Yes,Critical
PRJ_165,TSK_165_20,Task MEP - 20,1,MEP,2023-01-18,2023-01-23,2023-01-17,2023-01-21,Completed,80.0,100.0,5,4,0,TSK_165_19,No,Critical
PRJ_165,TSK_165_21,Task Foundation - 21,1,Foundation,2023-01-18,2023-01-23,2023-01-16,2023-01-19,Completed,80.0,100.0,5,3,0,TSK_165_20,Yes,Low
PRJ_165,TSK_165_22,Task MEP - 22,1,MEP,2023-01-18,2023-01-23,2023-01-19,2023-01-25,In Progress,80.0,50.0,5,6,3,TSK_165_21,No,High
PRJ_165,TSK_165_23,Task MEP - 23,3,MEP,2023-01-18,2023-01-23,2023-01-25,2023-02-07,Not Started,80.0,0.0,5,13,5,TSK_165_22,No,Low
PRJ_165,TSK_165_24,Task Foundation - 24,1,Foundation,2023-01-19,2023-01-24,2023-01-19,2023-01-24,In Progress,60.0,60.0,5,5,2,TSK_165_23,Yes,Medium
PRJ_165,TSK_165_25,Task MEP - 25,2,MEP,2023-01-19,2023-01-24,2023-01-17,2023-01-20,Completed,60.0,100.0,5,3,0,TSK_165_24,No,Critical
PRJ_165,TSK_165_26,Task Foundation - 26,2,Foundation,2023-01-19,2023-01-24,2023-01-17,2023-01-20,Completed,60.0,100.0,5,3,0,TSK_165_25,No,Low
PRJ_165,TSK_165_27,Task Finishing - 27,3,Finishing,2023-01-20,2023-01-25,2023-01-18,2023-01-21,Completed,40.0,100.0,5,3,0,TSK_165_26,Yes,Medium
PRJ_165,TSK_165_28,Task Excavation - 28,1,Excavation,2023-01-20,2023-01-25,2023-01-19,2023-01-23,In Progress,40.0,75.0,5,4,1,TSK_165_27,No,High
PRJ_165,TSK_165_29,Task MEP - 29,3,MEP,2023-01-20,2023-01-25,2023-01-18,2023-01-21,Completed,40.0,100.0,5,3,0,TSK_165_28,No,Low
PRJ_165,TSK_165_30,Task Foundation - 30,1,Foundation,2023-01-21,2023-01-26,2023-01-19,2023-01-22,Completed,20.0,100.0,5,3,0,TSK_165_29,Yes,Low
PRJ_165,TSK_165_31,Task Foundation - 31,2,Foundation,2023-01-21,2023-01-26,2023-01-19,2023-01-22,Completed,20.0,100.0,5,3,0,TSK_165_30,No,High
PRJ_165,TSK_165_32,Task Excavation - 32,3,Excavation,2023-01-21,2023-01-26,2023-01-19,2023-01-22,Completed,20.0,100.0,5,3,0,TSK_165_31,No,Low
PRJ_165,TSK_165_33,Task Excavation - 33,1,Excavation,2023-01-21,2023-01-26,2023-01-19,2023-01-22,Completed,20.0,100.0,5,3,0,TSK_165_32,Yes,Low
PRJ_165,TSK_165_34,Task MEP - 34,3,MEP,2023-01-22,2023-01-27,2023-01-20,2023-01-23,In Progress,0.0,66.67,5,3,1,TSK_165_33,No,High
PRJ_165,TSK_165_35,Task MEP - 35,1,MEP,2023-01-22,2023-01-27,2023-01-21,2023-01-25,In Progress,0.0,25.0,5,4,3,TSK_165_34,No,Critical
PRJ_165,TSK_165_36,Task Excavation - 36,1,Excavation,2023-01-22,2023-01-27,2023-01-27,2023-02-06,Not Started,0.0,0.0,5,10,5,TSK_165_35,Yes,Critical
PRJ_165,TSK_165_37,Task Foundation - 37,2,Foundation,2023-01-23,2023-01-28,2023-01-22,2023-01-26,In Progress,0.0,0.0,5,4,4,TSK_165_36,No,Medium
PRJ_165,TSK_165_38,Task Excavation - 38,1,Excavation,2023-01-23,2023-01-28,2023-01-24,2023-01-30,Not Started,0.0,0.0,5,6,5,TSK_165_37,No,High
PRJ_165,TSK_165_39,Task Excavation - 39,3,Excavation,2023-01-23,2023-01-28,2023-01-21,2023-01-24,In Progress,0.0,33.33,5,3,2,TSK_165_38,Yes,Critical
PRJ_165,TSK_165_40,Task Foundation - 40,1,Foundation,2023-01-24,2023-01-29,2023-01-24,2023-01-29,Not Started,0.0,0.0,5,5,5,TSK_165_39,No,High
PRJ_165,TSK_165_41,Task Foundation - 41,2,Foundation,2023-01-24,2023-01-29,2023-01-22,2023-01-25,In Progress,0.0,0.0,5,3,3,TSK_165_40,No,Critical
PRJ_165,TSK_165_42,Task Foundation - 42,3,Foundation,2023-01-24,2023-01-29,2023-01-22,2023-01-25,In Progress,0.0,0.0,5,3,3,TSK_165_41,Yes,High
PRJ_165,TSK_165_43,Task Excavation - 43,2,Excavation,2023-01-24,2023-01-29,2023-01-25,2023-01-31,Not Started,0.0,0.0,5,6,5,TSK_165_42,No,Low
PRJ_165,TSK_165_44,Task Foundation - 44,2,Foundation,2023-01-25,2023-01-30,2023-01-26,2023-02-01,Not Started,0.0,0.0,5,6,5,TSK_165_43,No,Critical
PRJ_165,TSK_165_45,Task Foundation - 45,3,Foundation,2023-01-25,2023-01-30,2023-02-01,2023-02-14,Not Started,0.0,0.0,5,13,5,TSK_165_44,Yes,Low
PRJ_165,TSK_165_46,Task Excavation - 46,1,Excavation,2023-01-25,2023-01-30,2023-01-26,2023-02-01,Not Started,0.0,0.0,5,6,5,TSK_165_45,No,Low
PRJ_165,TSK_165_47,Task MEP - 47,2,MEP,2023-01-26,2023-01-31,2023-01-24,2023-01-27,Not Started,0.0,0.0,5,3,5,TSK_165_46,No,Critical
PRJ_165,TSK_165_48,Task Excavation - 48,3,Excavation,2023-01-26,2023-01-31,2023-01-26,2023-01-31,Not Started,0.0,0.0,5,5,5,TSK_165_47,Yes,High
PRJ_165,TSK_165_49,Task Foundation - 49,2,Foundation,2023-01-26,2023-01-31,2023-01-26,2023-01-31,Not Started,0.0,0.0,5,5,5,TSK_165_48,No,Critical
PRJ_165,TSK_165_50,Task MEP - 50,3,MEP,2023-01-27,2023-02-01,2023-01-25,2023-01-28,Not Started,0.0,0.0,5,3,5,TSK_165_49,No,High
PRJ_165,TSK_165_51,Task Foundation - 51,1,Foundation,2023-01-27,2023-02-01,2023-01-29,2023-02-06,Not Started,0.0,0.0,5,8,5,TSK_165_50,Yes,Low
PRJ_165,TSK_165_52,Task MEP - 52,3,MEP,2023-01-27,2023-02-01,2023-01-25,2023-01-28,Not Started,0.0,0.0,5,3,5,TSK_165_51,No,Low
PRJ_165,TSK_165_53,Task Excavation - 53,3,Excavation,2023-01-27,2023-02-01,2023-01-25,2023-01-28,Not Started,0.0,0.0,5,3,5,TSK_165_52,No,Critical
PRJ_165,TSK_165_54,Task Foundation - 54,3,Foundation,2023-01-28,2023-02-02,2023-02-04,2023-02-17,Not Started,0.0,0.0,5,13,5,TSK_165_53,Yes,High
PRJ_165,TSK_165_55,Task MEP - 55,2,MEP,2023-01-28,2023-02-02,2023-01-28,2023-02-02,Not Started,0.0,0.0,5,5,5,TSK_165_54,No,Medium
PRJ_165,TSK_165_56,Task MEP - 56,1,MEP,2023-01-28,2023-02-02,2023-01-26,2023-01-29,Not Started,0.0,0.0,5,3,5,TSK_165_55,No,High
PRJ_165,TSK_165_57,Task MEP - 57,2,MEP,2023-01-29,2023-02-03,2023-01-27,2023-01-30,Not Started,0.0,0.0,5,3,5,TSK_165_56,Yes,Low
PRJ_165,TSK_165_58,Task Finishing - 58,3,Finishing,2023-01-29,2023-02-03,2023-01-28,2023-02-01,Not Started,0.0,0.0,5,4,5,TSK_165_57,Yes,Medium
PRJ_165,TSK_165_59,Task MEP - 59,3,MEP,2023-01-29,2023-02-03,2023-01-27,2023-01-30,Not Started,0.0,0.0,5,3,5,TSK_165_58,No,High
PRJ_165,TSK_165_60,Task MEP - 60,3,MEP,2023-01-30,2023-02-04,2023-01-31,2023-02-06,Not Started,0.0,0.0,5,6,5,TSK_165_59,Yes,High
PRJ_165,TSK_165_61,Task MEP - 61,1,MEP,2023-01-30,2023-02-04,2023-01-28,2023-01-31,Not Started,0.0,0.0,5,3,5,TSK_165_60,No,Low
PRJ_165,TSK_165_62,Task Excavation - 62,1,Excavation,2023-01-30,2023-02-04,2023-02-01,2023-02-09,Not Started,0.0,0.0,5,8,5,TSK_165_61,No,High
PRJ_165,TSK_165_63,Task MEP - 63,3,MEP,2023-01-30,2023-02-04,2023-02-06,2023-02-19,Not Started,0.0,0.0,5,13,5,TSK_165_62,Yes,High
PRJ_165,TSK_165_64,Task Finishing - 64,1,Finishing,2023-01-31,2023-02-05,2023-01-30,2023-02-03,Not Started,0.0,0.0,5,4,5,TSK_165_63,Yes,Medium
PRJ_165,TSK_165_65,Task Excavation - 65,2,Excavation,2023-01-31,2023-02-05,2023-02-07,2023-02-20,Not Started,0.0,0.0,5,13,5,TSK_165_64,No,Low
PRJ_165,TSK_165_66,Task Finishing - 66,2,Finishing,2023-01-31,2023-02-05,2023-02-07,2023-02-20,Not Started,0.0,0.0,5,13,5,TSK_165_65,Yes,Low
PRJ_165,TSK_165_67,Task MEP - 67,1,MEP,2023-02-01,2023-02-06,2023-02-08,2023-02-21,Not Started,0.0,0.0,5,13,5,TSK_165_66,No,Critical
PRJ_165,TSK_165_68,Task Foundation - 68,2,Foundation,2023-02-01,2023-02-06,2023-02-08,2023-02-21,Not Started,0.0,0.0,5,13,5,TSK_165_67,No,High
PRJ_165,TSK_165_69,Task Excavation - 69,3,Excavation,2023-02-01,2023-02-06,2023-02-07,2023-02-18,Not Started,0.0,0.0,5,11,5,TSK_165_68,Yes,High
PRJ_165,TSK_165_70,Task Excavation - 70,2,Excavation,2023-02-02,2023-02-07,2023-01-31,2023-02-03,Not Started,0.0,0.0,5,3,5,TSK_165_69,No,Low
PRJ_165,TSK_165_71,Task Foundation - 71,3,Foundation,2023-02-02,2023-02-07,2023-01-31,2023-02-03,Not Started,0.0,0.0,5,3,5,TSK_165_70,No,Critical
PRJ_165,TSK_165_72,Task MEP - 72,2,MEP,2023-02-02,2023-02-07,2023-02-09,2023-02-22,Not Started,0.0,0.0,5,13,5,TSK_165_71,Yes,High
PRJ_165,TSK_165_73,Task Foundation - 73,3,Foundation,2023-02-02,2023-02-07,2023-02-09,2023-02-22,Not Started,0.0,0.0,5,13,5,TSK_165_72,No,Low
PRJ_165,TSK_165_74,Task Finishing - 74,2,Finishing,2023-02-03,2023-02-08,2023-02-08,2023-02-18,Not Started,0.0,0.0,5,10,5,TSK_165_73,Yes,Low
PRJ_165,TSK_165_75,Task Foundation - 75,1,Foundation,2023-02-03,2023-02-08,2023-02-10,2023-02-23,Not Started,0.0,0.0,5,13,5,TSK_165_74,Yes,Critical
PRJ_165,TSK_165_76,Task Finishing - 76,1,Finishing,2023-02-03,2023-02-08,2023-02-06,2023-02-15,Not Started,0.0,0.0,5,9,5,TSK_165_75,Yes,Medium
PRJ_165,TSK_165_77,Task MEP - 77,3,MEP,2023-02-04,2023-02-09,2023-02-03,2023-02-07,Not Started,0.0,0.0,5,4,5,TSK_165_76,No,Low
PRJ_165,TSK_165_78,Task Excavation - 78,3,Excavation,2023-02-04,2023-02-09,2023-02-02,2023-02-05,Not Started,0.0,0.0,5,3,5,TSK_165_77,Yes,Low
PRJ_165,TSK_165_79,Task Excavation - 79,2,Excavation,2023-02-04,2023-02-09,2023-02-02,2023-02-05,Not Started,0.0,0.0,5,3,5,TSK_165_78,No,Medium
PRJ_165,TSK_165_80,Task MEP - 80,1,MEP,2023-02-05,2023-02-10,2023-02-05,2023-02-10,Not Started,0.0,0.0,5,5,5,TSK_165_79,No,High
PRJ_165,TSK_165_81,Task Finishing - 81,2,Finishing,2023-02-05,2023-02-10,2023-02-03,2023-02-06,Not Started,0.0,0.0,5,3,5,TSK_165_80,Yes,Medium
PRJ_165,TSK_165_82,Task Finishing - 82,2,Finishing,2023-02-05,2023-02-10,2023-02-03,2023-02-06,Not Started,0.0,0.0,5,3,5,TSK_165_81,Yes,Critical
PRJ_165,TSK_165_83,Task MEP - 83,2,MEP,2023-02-05,2023-02-10,2023-02-11,2023-02-22,Not Started,0.0,0.0,5,11,5,TSK_165_82,No,High
PRJ_165,TSK_165_84,Task MEP - 84,2,MEP,2023-02-06,2023-02-11,2023-02-06,2023-02-11,Not Started,0.0,0.0,5,5,5,TSK_165_83,Yes,Critical
PRJ_165,TSK_165_85,Task MEP - 85,2,MEP,2023-02-06,2023-02-11,2023-02-09,2023-02-18,Not Started,0.0,0.0,5,9,5,TSK_165_84,No,Medium
PRJ_165,TSK_165_86,Task Foundation - 86,3,Foundation,2023-02-06,2023-02-11,2023-02-04,2023-02-07,Not Started,0.0,0.0,5,3,5,TSK_165_85,No,Critical
PRJ_165,TSK_165_87,Task Foundation - 87,1,Foundation,2023-02-07,2023-02-12,2023-02-09,2023-02-17,Not Started,0.0,0.0,5,8,5,TSK_165_86,Yes,High
PRJ_165,TSK_165_88,Task Finishing - 88,3,Finishing,2023-02-07,2023-02-12,2023-02-10,2023-02-19,Not Started,0.0,0.0,5,9,5,TSK_165_87,Yes,Medium
PRJ_165,TSK_165_89,Task Finishing - 89,1,Finishing,2023-02-07,2023-02-12,2023-02-05,2023-02-08,Not Started,0.0,0.0,5,3,5,TSK_165_88,Yes,Low
PRJ_165,TSK_165_90,Task MEP - 90,1,MEP,2023-02-08,2023-02-13,2023-02-15,2023-02-28,Not Started,0.0,0.0,5,13,5,TSK_165_89,Yes,Medium
PRJ_165,TSK_165_91,Task Foundation - 91,1,Foundation,2023-02-08,2023-02-13,2023-02-13,2023-02-23,Not Started,0.0,0.0,5,10,5,TSK_165_90,No,High
PRJ_165,TSK_165_92,Task MEP - 92,3,MEP,2023-02-08,2023-02-13,2023-02-09,2023-02-15,Not Started,0.0,0.0,5,6,5,TSK_165_91,No,Low
PRJ_165,TSK_165_93,Task Excavation - 93,1,Excavation,2023-02-08,2023-02-13,2023-02-06,2023-02-09,Not Started,0.0,0.0,5,3,5,TSK_165_92,Yes,Low
PRJ_165,TSK_165_94,Task MEP - 94,1,MEP,2023-02-09,2023-02-14,2023-02-16,2023-03-01,Not Started,0.0,0.0,5,13,5,TSK_165_93,No,Critical
PRJ_165,TSK_165_95,Task Finishing - 95,2,Finishing,2023-02-09,2023-02-14,2023-02-07,2023-02-10,Not Started,0.0,0.0,5,3,5,TSK_165_94,Yes,Low
PRJ_165,TSK_165_96,Task MEP - 96,3,MEP,2023-02-09,2023-02-14,2023-02-07,2023-02-10,Not Started,0.0,0.0,5,3,5,TSK_165_95,Yes,Medium
PRJ_165,TSK_165_97,Task Excavation - 97,3,Excavation,2023-02-10,2023-02-15,2023-02-09,2023-02-13,Not Started,0.0,0.0,5,4,5,TSK_165_96,No,Low
PRJ_165,TSK_165_98,Task Finishing - 98,1,Finishing,2023-02-10,2023-02-15,2023-02-09,2023-02-13,Not Started,0.0,0.0,5,4,5,TSK_165_97,Yes,Medium
PRJ_165,TSK_165_99,Task Foundation - 99,2,Foundation,2023-02-10,2023-02-15,2023-02-17,2023-03-02,Not Started,0.0,0.0,5,13,5,TSK_165_98,Yes,Low
PRJ_166,TSK_166_00,Task Finishing - 0,1,Finishing,2023-01-12,2023-01-17,2023-01-10,2023-01-13,Completed,100.0,100.0,5,3,0,,Yes,Critical
PRJ_166,TSK_166_01,Task Finishing - 1,3,Finishing,2023-01-12,2023-01-17,2023-01-12,2023-01-18,Completed,100.0,100.0,5,6,0,TSK_166_00,Yes,Medium
PRJ_166,TSK_166_02,Task MEP - 2,1,MEP,2023-01-12,2023-01-17,2023-01-16,2023-01-25,In Progress,100.0,66.67,5,9,3,TSK_166_01,No,High
PRJ_166,TSK_166_03,Task Foundation - 3,2,Foundation,2023-01-12,2023-01-17,2023-01-10,2023-01-13,Completed,100.0,100.0,5,3,0,TSK_166_02,Yes,Critical
