Project ID,Project Name,Project Type,Project Start Date,Planned End Date,Actual End Date,Current Date,Planned Duration (Days),Actual Duration (Days),Current Project Phase,Project Status,Delay Factor
PRJ_212,Construction Project 212,Commercial,2023-01-15,2023-02-14,2023-04-15,2023-01-22,30,90,Handover,Completed,3.0
PRJ_213,Construction Project 213,Institutional,2023-01-15,2023-02-14,2023-04-04,2023-01-22,30,79,Handover,Completed,2.6333333333333333
PRJ_214,Construction Project 214,Industrial,2023-01-15,2023-02-14,2023-02-07,2023-01-22,30,23,Handover,Completed,0.7666666666666666
PRJ_215,Construction Project 215,Infrastructure,2023-01-15,2023-02-14,2023-03-05,2023-01-22,30,49,Handover,Completed,1.6333333333333333
PRJ_216,Construction Project 216,Commercial,2023-01-15,2023-02-14,2023-02-24,2023-01-22,30,40,Handover,Completed,1.3333333333333333
PRJ_217,Construction Project 217,Institutional,2023-01-16,2023-02-15,2023-04-17,2023-01-22,30,91,Handover,Completed,3.033333333333333
PRJ_218,Construction Project 218,Residential,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_219,Construction Project 219,Infrastructure,2023-01-16,2023-02-15,2023-02-06,2023-01-22,30,21,Handover,Completed,0.7
PRJ_220,Construction Project 220,Infrastructure,2023-01-16,2023-02-15,2023-03-08,2023-01-22,30,51,Handover,Completed,1.7
PRJ_221,Construction Project 221,Institutional,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_222,Construction Project 222,Institutional,2023-01-16,2023-02-15,2023-02-19,2023-01-22,30,34,Handover,Completed,1.1333333333333333
PRJ_223,Construction Project 223,Institutional,2023-01-16,2023-02-15,2023-03-17,2023-01-22,30,60,Handover,Completed,2.0
PRJ_224,Construction Project 224,Industrial,2023-01-16,2023-02-15,2023-02-14,2023-01-22,30,29,Handover,Completed,0.9666666666666667
PRJ_225,Construction Project 225,Infrastructure,2023-01-16,2023-02-15,2023-03-11,2023-01-22,30,54,Handover,Completed,1.8
PRJ_226,Construction Project 226,Institutional,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_227,Construction Project 227,Industrial,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_228,Construction Project 228,Infrastructure,2023-01-16,2023-02-15,2023-04-16,2023-01-22,30,90,Handover,Completed,3.0
PRJ_229,Construction Project 229,Infrastructure,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_230,Construction Project 230,Institutional,2023-01-16,2023-02-15,2023-01-31,2023-01-22,30,15,Handover,Completed,0.5
PRJ_231,Construction Project 231,Infrastructure,2023-01-16,2023-02-15,2023-02-09,2023-01-22,30,24,Handover,Completed,0.8
PRJ_232,Construction Project 232,Infrastructure,2023-01-17,2023-02-16,2023-03-31,2023-01-22,30,73,Handover,Completed,2.4333333333333336
PRJ_233,Construction Project 233,Commercial,2023-01-17,2023-02-16,2023-02-01,2023-01-22,30,15,Handover,Completed,0.5
PRJ_234,Construction Project 234,Commercial,2023-01-17,2023-02-16,2023-03-03,2023-01-22,30,45,Handover,Completed,1.5
PRJ_235,Construction Project 235,Industrial,2023-01-17,2023-02-16,2023-04-20,2023-01-22,30,93,Handover,Completed,3.1
PRJ_236,Construction Project 236,Industrial,2023-01-17,2023-02-16,2023-02-01,2023-01-22,30,15,Handover,Completed,0.5
PRJ_237,Construction Project 237,Commercial,2023-01-17,2023-02-16,2023-03-25,2023-01-22,30,67,Handover,Completed,2.2333333333333334
PRJ_238,Construction Project 238,Residential,2023-01-17,2023-02-16,2023-03-18,2023-01-22,30,60,Handover,Completed,2.0
PRJ_239,Construction Project 239,Commercial,2023-01-17,2023-02-16,2023-03-07,2023-01-22,30,49,Handover,Completed,1.6333333333333333
PRJ_240,Construction Project 240,Residential,2023-01-17,2023-02-16,2023-02-01,2023-01-22,30,15,Handover,Completed,0.5
PRJ_241,Construction Project 241,Institutional,2023-01-17,2023-02-16,2023-04-11,2023-01-22,30,84,Handover,Completed,2.8
PRJ_242,Construction Project 242,Infrastructure,2023-01-17,2023-02-16,2023-05-03,2023-01-22,30,106,Handover,Completed,3.533333333333333
PRJ_243,Construction Project 243,Commercial,2023-01-17,2023-02-16,2023-03-01,2023-01-22,30,43,Handover,Completed,1.4333333333333333
PRJ_244,Construction Project 244,Infrastructure,2023-01-17,2023-02-16,2023-04-12,2023-01-22,30,85,Handover,Completed,2.833333333333333
PRJ_245,Construction Project 245,Commercial,2023-01-17,2023-02-16,2023-02-25,2023-01-22,30,39,Handover,Completed,1.3
PRJ_246,Construction Project 246,Infrastructure,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_247,Construction Project 247,Industrial,2023-01-18,2023-02-17,2023-03-11,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_248,Construction Project 248,Industrial,2023-01-18,2023-02-17,2023-02-23,2023-01-22,30,36,Handover,Completed,1.2
PRJ_249,Construction Project 249,Commercial,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_250,Construction Project 250,Commercial,2023-01-18,2023-02-17,2023-03-13,2023-01-22,30,54,Handover,Completed,1.8
PRJ_251,Construction Project 251,Institutional,2023-01-18,2023-02-17,2023-05-13,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_252,Construction Project 252,Residential,2023-01-18,2023-02-17,2023-03-29,2023-01-22,30,70,Handover,Completed,2.333333333333333
PRJ_253,Construction Project 253,Institutional,2023-01-18,2023-02-17,2023-02-24,2023-01-22,30,37,Handover,Completed,1.2333333333333334
PRJ_254,Construction Project 254,Institutional,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_255,Construction Project 255,Institutional,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_256,Construction Project 256,Infrastructure,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_257,Construction Project 257,Commercial,2023-01-18,2023-02-17,2023-03-04,2023-01-22,30,45,Handover,Completed,1.5
PRJ_258,Construction Project 258,Infrastructure,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_259,Construction Project 259,Industrial,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_260,Construction Project 260,Commercial,2023-01-18,2023-02-17,2023-02-02,2023-01-22,30,15,Handover,Completed,0.5
PRJ_261,Construction Project 261,Institutional,2023-01-19,2023-02-18,2023-04-16,2023-01-22,30,87,Handover,Completed,2.9
PRJ_262,Construction Project 262,Industrial,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_263,Construction Project 263,Residential,2023-01-19,2023-02-18,2023-03-26,2023-01-22,30,66,Handover,Completed,2.2
PRJ_264,Construction Project 264,Residential,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_265,Construction Project 265,Industrial,2023-01-19,2023-02-18,2023-03-12,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_266,Construction Project 266,Residential,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_267,Construction Project 267,Infrastructure,2023-01-19,2023-02-18,2023-03-23,2023-01-22,30,63,Handover,Completed,2.1
PRJ_268,Construction Project 268,Industrial,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_269,Construction Project 269,Industrial,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_270,Construction Project 270,Infrastructure,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_271,Construction Project 271,Infrastructure,2023-01-19,2023-02-18,2023-02-03,2023-01-22,30,15,Handover,Completed,0.5
PRJ_272,Construction Project 272,Commercial,2023-01-19,2023-02-18,2023-03-26,2023-01-22,30,66,Handover,Completed,2.2
PRJ_273,Construction Project 273,Institutional,2023-01-19,2023-02-18,2023-03-08,2023-01-22,30,48,Handover,Completed,1.6
PRJ_274,Construction Project 274,Institutional,2023-01-19,2023-02-18,2023-03-20,2023-01-22,30,60,Handover,Completed,2.0
PRJ_275,Construction Project 275,Residential,2023-01-20,2023-02-19,2023-05-03,2023-01-22,30,103,Handover,Completed,3.433333333333333
PRJ_276,Construction Project 276,Residential,2023-01-20,2023-02-19,2023-02-25,2023-01-22,30,36,Handover,Completed,1.2
PRJ_277,Construction Project 277,Commercial,2023-01-20,2023-02-19,2023-02-04,2023-01-22,30,15,Handover,Completed,0.5
PRJ_278,Construction Project 278,Infrastructure,2023-01-20,2023-02-19,2023-03-13,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_279,Construction Project 279,Residential,2023-01-20,2023-02-19,2023-02-04,2023-01-22,30,15,Handover,Completed,0.5
PRJ_280,Construction Project 280,Institutional,2023-01-20,2023-02-19,2023-05-08,2023-01-22,30,108,Handover,Completed,3.6
PRJ_281,Construction Project 281,Commercial,2023-01-20,2023-02-19,2023-04-03,2023-01-22,30,73,Handover,Completed,2.4333333333333336
PRJ_282,Construction Project 282,Residential,2023-01-20,2023-02-19,2023-03-22,2023-01-22,30,61,Handover,Completed,2.033333333333333
PRJ_283,Construction Project 283,Commercial,2023-01-20,2023-02-19,2023-03-09,2023-01-22,30,48,Handover,Completed,1.6
PRJ_284,Construction Project 284,Commercial,2023-01-20,2023-02-19,2023-03-12,2023-01-22,30,51,Handover,Completed,1.7
PRJ_285,Construction Project 285,Industrial,2023-01-20,2023-02-19,2023-02-04,2023-01-22,30,15,Handover,Completed,0.5
PRJ_286,Construction Project 286,Residential,2023-01-20,2023-02-19,2023-02-04,2023-01-22,30,15,Handover,Completed,0.5
PRJ_287,Construction Project 287,Residential,2023-01-20,2023-02-19,2023-04-18,2023-01-22,30,88,Handover,Completed,2.9333333333333336
PRJ_288,Construction Project 288,Industrial,2023-01-20,2023-02-19,2023-05-15,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_289,Construction Project 289,Residential,2023-01-21,2023-02-20,2023-02-21,2023-01-22,30,31,Handover,Completed,1.0333333333333334
PRJ_290,Construction Project 290,Institutional,2023-01-21,2023-02-20,2023-03-10,2023-01-22,30,48,Handover,Completed,1.6
PRJ_291,Construction Project 291,Institutional,2023-01-21,2023-02-20,2023-02-05,2023-01-22,30,15,Handover,Completed,0.5
PRJ_292,Construction Project 292,Institutional,2023-01-21,2023-02-20,2023-03-22,2023-01-22,30,60,Handover,Completed,2.0
PRJ_293,Construction Project 293,Residential,2023-01-21,2023-02-20,2023-02-14,2023-01-22,30,24,Handover,Completed,0.8
PRJ_294,Construction Project 294,Institutional,2023-01-21,2023-02-20,2023-03-02,2023-01-22,30,40,Handover,Completed,1.3333333333333333
PRJ_295,Construction Project 295,Infrastructure,2023-01-21,2023-02-20,2023-02-05,2023-01-22,30,15,Handover,Completed,0.5
PRJ_296,Construction Project 296,Residential,2023-01-21,2023-02-20,2023-03-29,2023-01-22,30,67,Handover,Completed,2.2333333333333334
PRJ_297,Construction Project 297,Institutional,2023-01-21,2023-02-20,2023-02-05,2023-01-22,30,15,Handover,Completed,0.5
PRJ_298,Construction Project 298,Institutional,2023-01-21,2023-02-20,2023-03-07,2023-01-22,30,45,Handover,Completed,1.5
PRJ_299,Construction Project 299,Infrastructure,2023-01-21,2023-02-20,2023-02-05,2023-01-22,30,15,Handover,Completed,0.5
PRJ_300,Construction Project 300,Commercial,2023-01-21,2023-02-20,2023-05-16,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_301,Construction Project 301,Infrastructure,2023-01-21,2023-02-20,2023-02-08,2023-01-22,30,18,Handover,Completed,0.6
PRJ_302,Construction Project 302,Commercial,2023-01-21,2023-02-20,2023-05-16,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_303,Construction Project 303,Infrastructure,2023-01-21,2023-02-20,2023-02-05,2023-01-22,30,15,Handover,Completed,0.5
PRJ_304,Construction Project 304,Infrastructure,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_305,Construction Project 305,Institutional,2023-01-22,2023-02-21,2023-04-13,2023-01-22,30,81,Handover,Completed,2.7
PRJ_306,Construction Project 306,Commercial,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_307,Construction Project 307,Institutional,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_308,Construction Project 308,Commercial,2023-01-22,2023-02-21,2023-03-05,2023-01-22,30,42,Handover,Completed,1.4
PRJ_309,Construction Project 309,Industrial,2023-01-22,2023-02-21,2023-05-17,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_310,Construction Project 310,Industrial,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_311,Construction Project 311,Industrial,2023-01-22,2023-02-21,2023-04-25,2023-01-22,30,93,Handover,Completed,3.1
PRJ_312,Construction Project 312,Infrastructure,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_313,Construction Project 313,Industrial,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_314,Construction Project 314,Commercial,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_315,Construction Project 315,Institutional,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_316,Construction Project 316,Residential,2023-01-22,2023-02-21,2023-04-10,2023-01-22,30,78,Handover,Completed,2.6
PRJ_317,Construction Project 317,Institutional,2023-01-22,2023-02-21,2023-02-06,2023-01-22,30,15,Handover,Completed,0.5
PRJ_318,Construction Project 318,Residential,2023-01-23,2023-02-22,2023-04-06,2023-01-22,30,73,Handover,Completed,2.4333333333333336
PRJ_319,Construction Project 319,Institutional,2023-01-23,2023-02-22,2023-03-01,2023-01-22,30,37,Handover,Completed,1.2333333333333334
PRJ_320,Construction Project 320,Industrial,2023-01-23,2023-02-22,2023-04-26,2023-01-22,30,93,Handover,Completed,3.1
PRJ_321,Construction Project 321,Commercial,2023-01-23,2023-02-22,2023-02-07,2023-01-22,30,15,Handover,Completed,0.5
PRJ_322,Construction Project 322,Institutional,2023-01-23,2023-02-22,2023-02-23,2023-01-22,30,31,Handover,Completed,1.0333333333333334
PRJ_323,Construction Project 323,Institutional,2023-01-23,2023-02-22,2023-04-23,2023-01-22,30,90,Handover,Completed,3.0
PRJ_324,Construction Project 324,Institutional,2023-01-23,2023-02-22,2023-02-07,2023-01-22,30,15,Handover,Completed,0.5
PRJ_325,Construction Project 325,Infrastructure,2023-01-23,2023-02-22,2023-02-07,2023-01-22,30,15,Handover,Completed,0.5
PRJ_326,Construction Project 326,Commercial,2023-01-23,2023-02-22,2023-02-26,2023-01-22,30,34,Handover,Completed,1.1333333333333333
PRJ_327,Construction Project 327,Residential,2023-01-23,2023-02-22,2023-02-07,2023-01-22,30,15,Handover,Completed,0.5
PRJ_328,Construction Project 328,Industrial,2023-01-23,2023-02-22,2023-02-07,2023-01-22,30,15,Handover,Completed,0.5
PRJ_329,Construction Project 329,Institutional,2023-01-23,2023-02-22,2023-04-30,2023-01-22,30,97,Handover,Completed,3.2333333333333334
PRJ_330,Construction Project 330,Infrastructure,2023-01-23,2023-02-22,2023-05-18,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_331,Construction Project 331,Infrastructure,2023-01-23,2023-02-22,2023-04-15,2023-01-22,30,82,Handover,Completed,2.7333333333333334
PRJ_332,Construction Project 332,Commercial,2023-01-23,2023-02-22,2023-03-12,2023-01-22,30,48,Handover,Completed,1.6
PRJ_333,Construction Project 333,Commercial,2023-01-24,2023-02-23,2023-03-10,2023-01-22,30,45,Handover,Completed,1.5
PRJ_334,Construction Project 334,Residential,2023-01-24,2023-02-23,2023-05-19,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_335,Construction Project 335,Institutional,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_336,Construction Project 336,Residential,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_337,Construction Project 337,Commercial,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_338,Construction Project 338,Infrastructure,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_339,Construction Project 339,Industrial,2023-01-24,2023-02-23,2023-04-18,2023-01-22,30,84,Handover,Completed,2.8
PRJ_340,Construction Project 340,Residential,2023-01-24,2023-02-23,2023-05-19,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_341,Construction Project 341,Commercial,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_342,Construction Project 342,Infrastructure,2023-01-24,2023-02-23,2023-03-13,2023-01-22,30,48,Handover,Completed,1.6
PRJ_343,Construction Project 343,Institutional,2023-01-24,2023-02-23,2023-02-26,2023-01-22,30,33,Handover,Completed,1.1
PRJ_344,Construction Project 344,Infrastructure,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_345,Construction Project 345,Infrastructure,2023-01-24,2023-02-23,2023-05-19,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_346,Construction Project 346,Infrastructure,2023-01-24,2023-02-23,2023-02-08,2023-01-22,30,15,Handover,Completed,0.5
PRJ_347,Construction Project 347,Commercial,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_348,Construction Project 348,Institutional,2023-01-25,2023-02-24,2023-05-20,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_349,Construction Project 349,Industrial,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_350,Construction Project 350,Institutional,2023-01-25,2023-02-24,2023-03-05,2023-01-22,30,39,Handover,Completed,1.3
PRJ_351,Construction Project 351,Infrastructure,2023-01-25,2023-02-24,2023-04-19,2023-01-22,30,84,Handover,Completed,2.8
PRJ_352,Construction Project 352,Infrastructure,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_353,Construction Project 353,Industrial,2023-01-25,2023-02-24,2023-05-14,2023-01-22,30,109,Handover,Completed,3.6333333333333333
PRJ_354,Construction Project 354,Residential,2023-01-25,2023-02-24,2023-02-25,2023-01-22,30,31,Handover,Completed,1.0333333333333334
PRJ_355,Construction Project 355,Commercial,2023-01-25,2023-02-24,2023-04-14,2023-01-22,30,79,Handover,Completed,2.6333333333333333
PRJ_356,Construction Project 356,Commercial,2023-01-25,2023-02-24,2023-05-20,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_357,Construction Project 357,Residential,2023-01-25,2023-02-24,2023-04-02,2023-01-22,30,67,Handover,Completed,2.2333333333333334
PRJ_358,Construction Project 358,Institutional,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_359,Construction Project 359,Institutional,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_360,Construction Project 360,Infrastructure,2023-01-25,2023-02-24,2023-02-09,2023-01-22,30,15,Handover,Completed,0.5
PRJ_361,Construction Project 361,Commercial,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_362,Construction Project 362,Infrastructure,2023-01-26,2023-02-25,2023-03-04,2023-01-22,30,37,Handover,Completed,1.2333333333333334
PRJ_363,Construction Project 363,Residential,2023-01-26,2023-02-25,2023-03-24,2023-01-22,30,57,Handover,Completed,1.9
PRJ_364,Construction Project 364,Industrial,2023-01-26,2023-02-25,2023-02-13,2023-01-22,30,18,Handover,Completed,0.6
PRJ_365,Construction Project 365,Infrastructure,2023-01-26,2023-02-25,2023-03-28,2023-01-22,30,61,Handover,Completed,2.033333333333333
PRJ_366,Construction Project 366,Commercial,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_367,Construction Project 367,Industrial,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_368,Construction Project 368,Infrastructure,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_369,Construction Project 369,Infrastructure,2023-01-26,2023-02-25,2023-04-03,2023-01-22,30,67,Handover,Completed,2.2333333333333334
PRJ_370,Construction Project 370,Institutional,2023-01-26,2023-02-25,2023-02-13,2023-01-22,30,18,Handover,Completed,0.6
PRJ_371,Construction Project 371,Infrastructure,2023-01-26,2023-02-25,2023-05-21,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_372,Construction Project 372,Infrastructure,2023-01-26,2023-02-25,2023-05-21,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_373,Construction Project 373,Infrastructure,2023-01-26,2023-02-25,2023-03-19,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_374,Construction Project 374,Residential,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_375,Construction Project 375,Institutional,2023-01-26,2023-02-25,2023-02-10,2023-01-22,30,15,Handover,Completed,0.5
PRJ_376,Construction Project 376,Residential,2023-01-27,2023-02-26,2023-02-17,2023-01-22,30,21,Handover,Completed,0.7
PRJ_377,Construction Project 377,Infrastructure,2023-01-27,2023-02-26,2023-03-28,2023-01-22,30,60,Handover,Completed,2.0
PRJ_378,Construction Project 378,Industrial,2023-01-27,2023-02-26,2023-03-19,2023-01-22,30,51,Handover,Completed,1.7
PRJ_379,Construction Project 379,Infrastructure,2023-01-27,2023-02-26,2023-04-06,2023-01-22,30,69,Handover,Completed,2.3
PRJ_380,Construction Project 380,Commercial,2023-01-27,2023-02-26,2023-03-08,2023-01-22,30,40,Handover,Completed,1.3333333333333333
PRJ_381,Construction Project 381,Residential,2023-01-27,2023-02-26,2023-03-02,2023-01-22,30,34,Handover,Completed,1.1333333333333333
PRJ_382,Construction Project 382,Infrastructure,2023-01-27,2023-02-26,2023-02-11,2023-01-22,30,15,Handover,Completed,0.5
PRJ_383,Construction Project 383,Commercial,2023-01-27,2023-02-26,2023-05-12,2023-01-22,30,105,Handover,Completed,3.5
PRJ_384,Construction Project 384,Commercial,2023-01-27,2023-02-26,2023-02-11,2023-01-22,30,15,Handover,Completed,0.5
PRJ_385,Construction Project 385,Institutional,2023-01-27,2023-02-26,2023-05-04,2023-01-22,30,97,Handover,Completed,3.2333333333333334
PRJ_386,Construction Project 386,Industrial,2023-01-27,2023-02-26,2023-04-16,2023-01-22,30,79,Handover,Completed,2.6333333333333333
PRJ_387,Construction Project 387,Industrial,2023-01-27,2023-02-26,2023-02-11,2023-01-22,30,15,Handover,Completed,0.5
PRJ_388,Construction Project 388,Residential,2023-01-27,2023-02-26,2023-04-22,2023-01-22,30,85,Handover,Completed,2.833333333333333
PRJ_389,Construction Project 389,Institutional,2023-01-27,2023-02-26,2023-03-01,2023-01-22,30,33,Handover,Completed,1.1
PRJ_390,Construction Project 390,Commercial,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_391,Construction Project 391,Infrastructure,2023-01-28,2023-02-27,2023-02-17,2023-01-22,30,20,Handover,Completed,0.6666666666666667
PRJ_392,Construction Project 392,Residential,2023-01-28,2023-02-27,2023-03-06,2023-01-22,30,37,Handover,Completed,1.2333333333333334
PRJ_393,Construction Project 393,Infrastructure,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_394,Construction Project 394,Residential,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_395,Construction Project 395,Residential,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_396,Construction Project 396,Residential,2023-01-28,2023-02-27,2023-05-23,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_397,Construction Project 397,Commercial,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_398,Construction Project 398,Institutional,2023-01-28,2023-02-27,2023-05-02,2023-01-22,30,94,Handover,Completed,3.1333333333333333
PRJ_399,Construction Project 399,Institutional,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_400,Construction Project 400,Institutional,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_401,Construction Project 401,Residential,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_402,Construction Project 402,Commercial,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_403,Construction Project 403,Infrastructure,2023-01-28,2023-02-27,2023-04-13,2023-01-22,30,75,Handover,Completed,2.5
PRJ_404,Construction Project 404,Industrial,2023-01-28,2023-02-27,2023-02-12,2023-01-22,30,15,Handover,Completed,0.5
PRJ_405,Construction Project 405,Residential,2023-01-29,2023-02-28,2023-02-13,2023-01-22,30,15,Handover,Completed,0.5
PRJ_406,Construction Project 406,Commercial,2023-01-29,2023-02-28,2023-02-13,2023-01-22,30,15,Handover,Completed,0.5
PRJ_407,Construction Project 407,Residential,2023-01-29,2023-02-28,2023-03-30,2023-01-22,30,60,Handover,Completed,2.0
PRJ_408,Construction Project 408,Residential,2023-01-29,2023-02-28,2023-03-24,2023-01-22,30,54,Handover,Completed,1.8
PRJ_409,Construction Project 409,Infrastructure,2023-01-29,2023-02-28,2023-05-02,2023-01-22,30,93,Handover,Completed,3.1
PRJ_410,Construction Project 410,Residential,2023-01-29,2023-02-28,2023-05-24,2023-01-22,30,115,Handover,Completed,3.8333333333333335
PRJ_411,Construction Project 411,Institutional,2023-01-29,2023-02-28,2023-02-13,2023-01-22,30,15,Handover,Completed,0.5
PRJ_412,Construction Project 412,Commercial,2023-01-29,2023-02-28,2023-04-27,2023-01-22,30,88,Handover,Completed,2.9333333333333336
PRJ_413,Construction Project 413,Commercial,2023-01-29,2023-02-28,2023-05-06,2023-01-22,30,97,Handover,Completed,3.2333333333333334
PRJ_414,Construction Project 414,Institutional,2023-01-29,2023-02-28,2023-05-02,2023-01-22,30,93,Handover,Completed,3.1
PRJ_415,Construction Project 415,Residential,2023-01-29,2023-02-28,2023-02-13,2023-01-22,30,15,Handover,Completed,0.5
PRJ_416,Construction Project 416,Industrial,2023-01-29,2023-02-28,2023-03-22,2023-01-22,30,52,Handover,Completed,1.7333333333333334
PRJ_417,Construction Project 417,Infrastructure,2023-01-29,2023-02-28,2023-02-21,2023-01-22,30,23,Handover,Completed,0.7666666666666666
PRJ_418,Construction Project 418,Industrial,2023-01-29,2023-02-28,2023-05-21,2023-01-22,30,112,Handover,Completed,3.7333333333333334
PRJ_419,Construction Project 419,Infrastructure,2023-01-30,2023-03-01,2023-03-20,2023-01-22,30,49,Handover,Completed,1.6333333333333333
PRJ_420,Construction Project 420,Infrastructure,2023-01-30,2023-03-01,2023-02-14,2023-01-22,30,15,Handover,Completed,0.5
PRJ_421,Construction Project 421,Residential,2023-01-30,2023-03-01,2023-02-22,2023-01-22,30,23,Handover,Completed,0.7666666666666666
PRJ_422,Construction Project 422,Commercial,2023-01-30,2023-03-01,2023-05-07,2023-01-22,30,97,Handover,Completed,3.2333333333333334
